identificador	opening_date	opening_date_new	imagenPositivaNegativaMacri	imagenPositivaNegativaVidal	imagenPositivaNegativaCristina	latLong	latitude	longitude
882	1986	4410	1	1	2	-38.0111449,-57.5491089	-38.0111449	-57.5491089
883	1986	4415			2	-38.02976,-57.56359	-38.02976	-57.56359
884	1986	4420	1	1		-38.7264498,-62.2437294	-38.7264498	-62.2437294
885	1986	4425	2	2	1	-34.9359172,-57.9335402	-34.9359172	-57.9335402
886	1986	4430	1	1		-37.3102998,-59.1329464	-37.3102998	-59.1329464
887	1986	4435	2	2	2	-34.9243325,-57.9270063	-34.9243325	-57.9270063
888	1986	4440	2	2	2	-34.8612899780273,-58.0881996154785	-34.86128998	-58.08819962
889	1986	4445	2	2		-37.9983519,-57.5689277	-37.9983519	-57.5689277
890	1986	4450	1	1	2	-37.3169486,-59.127988	-37.3169486	-59.127988
891	1986	4455	2	2	1	-38.0166989,-57.5624549	-38.0166989	-57.5624549
892	1986	4460	2	2	2	-37.3153341,-59.0822658	-37.3153341	-59.0822658
893	1986	4465	1	1		-34.88119,-58.05758	-34.88119	-58.05758
894	1986	4470	2		1	-34.85452,-58.07037	-34.85452	-58.07037
895	1986	4475	2	2	2	-34.6229709,-58.6440868	-34.6229709	-58.6440868
896	1986	4480	2	2	2	-37.330138,-59.1095971	-37.330138	-59.1095971
897	1986	4485				-34.885929107666,-57.9885292053223	-34.88592911	-57.98852921
898	1986	4490	2		2	-34.9259328,-57.9617078	-34.9259328	-57.9617078
899	1986	4495	2	2	1	-34.9407974,-57.9608824	-34.9407974	-57.9608824
900	1986	4500	2		2	-37.3216257,-59.1470631	-37.3216257	-59.1470631
901	1986	4505	2	2	2	-38.0070025,-57.5461645	-38.0070025	-57.5461645
902	1986	4510	1	1	2	-37.9800353,-57.5655932	-37.9800353	-57.5655932
903	1986	4515	1	1	2	-33.9018667,-60.5572576	-33.9018667	-60.5572576
904	1986	4520	1	1	2	-38.0128189,-57.5508721	-38.0128189	-57.5508721
905	1986	4525	1	1		-33.8943181,-60.5720927	-33.8943181	-60.5720927
906	1986	4530	2	1	2	-37.3007169,-59.1598743	-37.3007169	-59.1598743
907	1986	4535	1	1	2	-37.3276759,-59.1342958	-37.3276759	-59.1342958
908	1986	4540				-37.9438703,-57.5661255	-37.9438703	-57.5661255
909	1986	4545		1	2	-37.330134,-59.1214993	-37.330134	-59.1214993
910	1986	4550			2	-34.9160386,-57.9339287	-34.9160386	-57.9339287
911	1986	4555	2	1		-37.994719,-57.5547871	-37.994719	-57.5547871
912	1986	4560	1	1		-38.02716,-57.57211	-38.02716	-57.57211
913	1986	4565	2	2	1	-34.9395309,-58.0119243	-34.9395309	-58.0119243
914	1986	4570	2		1	-38.0013363,-57.5702118	-38.0013363	-57.5702118
915	1986	4575			1	-37.97092,-57.58022	-37.97092	-57.58022
916	1986	4580	2	2	1	-38.00973,-57.54931	-38.00973	-57.54931
917	1986	4585	2		1	-37.2916158,-59.1487227	-37.2916158	-59.1487227
918	1986	4590	1	1	2	-34.9819004,-57.9964521	-34.9819004	-57.9964521
919	1986	4595	2	2	1	-37.30649,-59.10077	-37.30649	-59.10077
920	1986	4600	1	1	2	-34.98435,-58.09275	-34.98435	-58.09275
921	1986	4605	1	1	2	-38.715164,-62.2623006	-38.715164	-62.2623006
922	1986	4610		1	2	-33.9027741,-60.588208	-33.9027741	-60.588208
923	1986	4615	1	1		-33.8918376,-60.5673468	-33.8918376	-60.5673468
924	1986	4620	2	2	1	-38.0273265,-57.5609423	-38.0273265	-57.5609423
925	1986	4625	2		1	-38.00429,-57.55028	-38.00429	-57.55028
926	1986	4630	1	1	2	-33.89097,-60.56103	-33.89097	-60.56103
927	1986	4635	1	1	2	-37.3149638,-59.1294978	-37.3149638	-59.1294978
928	1986	4640	2		1	-33.8836192,-60.5757809	-33.8836192	-60.5757809
929	1986	4645	1	1	2	-34.8612899780273,-58.0881996154785	-34.86128998	-58.08819962
930	1986	4650	1	1	2	-34.9099305,-57.9698017	-34.9099305	-57.9698017
931	1986	4655	1	1	2	-37.30173,-59.15934	-37.30173	-59.15934
932	1986	4660	2	1	2	-35.065328,-58.1663403	-35.065328	-58.1663403
933	1986	4665	2	1		-38.0196548,-57.5630233	-38.0196548	-57.5630233
934	1986	4670			2	-37.98696,-57.57328	-37.98696	-57.57328
935	1986	4675	1	1		-34.9179205,-57.9567218	-34.9179205	-57.9567218
936	1986	4680	2		2	-38.0095694,-57.5478291	-38.0095694	-57.5478291
937	1986	4685	2	2	1	-37.30649,-59.10077	-37.30649	-59.10077
938	1986	4690	1	1	2	-37.3364876,-59.1338887	-37.3364876	-59.1338887
939	1986	4695	2	2	1	-33.8929724,-60.5810618	-33.8929724	-60.5810618
940	1986	4700	1	1	2	-38.0061212,-57.5454266	-38.0061212	-57.5454266
941	1986	4705	2	2	1	-37.3225289,-59.1530018	-37.3225289	-59.1530018
942	1987	4710	2	2	1	-33.8911838,-60.5782279	-33.8911838	-60.5782279
943	1987	4715	2		2	-37.32586,-59.126759	-37.32586	-59.126759
944	1987	4720	2	2	1	-34.9163654,-57.9529365	-34.9163654	-57.9529365
946	1987	4730	1	1	2	-38.6932533,-62.2691863	-38.6932533	-62.2691863
947	1987	4735	2	2	2	-38.0438885,-57.5932229	-38.0438885	-57.5932229
948	1987	4740		1	2	-38.0031419,-57.5426219	-38.0031419	-57.5426219
949	1987	4745	2	2	2	-37.3215829,-59.1545233	-37.3215829	-59.1545233
950	1987	4750	1	1	2	-33.9030127,-60.5637285	-33.9030127	-60.5637285
951	1987	4755	1	1	2	-37.3056693,-59.1409653	-37.3056693	-59.1409653
952	1987	4760	1	1	2	-37.28965,-59.16995	-37.28965	-59.16995
953	1987	4765		1		-37.318441,-59.1397823	-37.318441	-59.1397823
954	1987	4770		2		-34.9633813,-57.9680686	-34.9633813	-57.9680686
955	1987	4775	1	1	2	-34.3990243,-58.7296599	-34.3990243	-58.7296599
956	1987	4780	1	1	2	-38.7129858,-62.2636849	-38.7129858	-62.2636849
957	1987	4785	2	1	2	-38.00931,-57.54582	-38.00931	-57.54582
958	1987	4790	1	1	2	-34.4464,-58.76646	-34.4464	-58.76646
959	1987	4795	2	2	2	-37.27701,-59.36217	-37.27701	-59.36217
961	1987	4805	2	2	1	-34.9239567,-57.9485974	-34.9239567	-57.9485974
962	1987	4810		1	2	-38.00925,-57.54206	-38.00925	-57.54206
963	1987	4815	2		1	-37.9961492,-57.5508152	-37.9961492	-57.5508152
964	1987	4820	2	2		-37.3065466,-59.1188174	-37.3065466	-59.1188174
965	1987	4825	2	2	1	-37.9859666,-57.6012778	-37.9859666	-57.6012778
966	1987	4830	2	1	2	-38.05906,-57.54794	-38.05906	-57.54794
967	1987	4835	1	1	2	-34.8828122,-57.9655554	-34.8828122	-57.9655554
968	1987	4840	1	1	2	-38.0376687,-57.565564	-38.0376687	-57.565564
969	1987	4845	1	1	2	18.7931900024414,100.779800415039	18.79319	100.7798004
970	1987	4850			2	-38.7104734,-62.4026974	-38.7104734	-62.4026974
971	1987	4855	1	1	2	-33.8918842,-60.5770211	-33.8918842	-60.5770211
972	1987	4860				-37.3357025,-59.1221986	-37.3357025	-59.1221986
973	1987	4865	2	2		-38.0094839,-57.542113	-38.0094839	-57.542113
974	1987	4870	1	1	2	-38.7233502,-62.3107034	-38.7233502	-62.3107034
975	1987	4875		1	2	-34.9549433,-57.9794129	-34.9549433	-57.9794129
977	1987	4885	1	1	2	-38.020125,-57.6265819	-38.020125	-57.6265819
978	1987	4890	2	2	1	-37.3176679,-59.1193293	-37.3176679	-59.1193293
979	1987	4895	2	1	2	-34.8674395,-58.0398931	-34.8674395	-58.0398931
980	1987	4900		1	2	-37.32197,-59.121857	-37.32197	-59.121857
981	1987	4905	1	1	2	-38.0051,-57.54835	-38.0051	-57.54835
983	1987	4915	2	2	1	-37.2853399,-59.1406545	-37.2853399	-59.1406545
984	1987	4920	1	1	2	-37.9636327,-57.6291812	-37.9636327	-57.6291812
985	1987	4925	1	1	2	-34.9466849,-57.9414101	-34.9466849	-57.9414101
986	1987	4930	2		2	-37.9661748,-57.5471441	-37.9661748	-57.5471441
987	1987	4935	1	1	2	-34.87883,-58.06551	-34.87883	-58.06551
988	1987	4940	2	2	1	-38.0015859,-57.5483537	-38.0015859	-57.5483537
989	1987	4945	1	1	2	-37.34697,-59.13407	-37.34697	-59.13407
990	1987	4950	2	2	2	-34.9264451,-57.9571678	-34.9264451	-57.9571678
991	1987	4955	1	1	2	-34.9446356,-57.9481827	-34.9446356	-57.9481827
992	1987	4960	2	2		-37.9694497,-57.5661317	-37.9694497	-57.5661317
993	1987	4965	1	1	2	-38.0534212,-57.5603421	-38.0534212	-57.5603421
994	1987	4970	2		2	-38.0104644,-57.5485543	-38.0104644	-57.5485543
995	1987	4975	2	2	1	-37.3248247,-59.0931307	-37.3248247	-59.0931307
996	1987	4980	1	1	2	-34.5476662,-59.1056031	-34.5476662	-59.1056031
997	1987	4985	1		2	-38.00831,-57.56375	-38.00831	-57.56375
998	1987	4990	2	2	1	-34.99189,-57.85277	-34.99189	-57.85277
1000	1987	5000	2	1	2	-37.3111986,-59.1241893	-37.3111986	-59.1241893
1001	1987	5005	1	1		18.7931900024414,100.779800415039	18.79319	100.7798004
1002	1987	5010	1	1	2	-34.5489648,-59.104285	-34.5489648	-59.104285
1003	1987	5015			2	-37.96613,-57.60612	-37.96613	-57.60612
1004	1987	5020	1	1		-38.695967,-62.277586	-38.695967	-62.277586
1005	1987	5025	2	2	1	-37.3375116,-59.1315155	-37.3375116	-59.1315155
1006	1987	5030	1	1		-33.902054,-60.5858092	-33.902054	-60.5858092
1007	1987	5035	2	2	2	-37.9974098205566,-57.5484580993652	-37.99740982	-57.5484581
1008	1987	5040	2	1	2	-34.8674755,-58.0431529	-34.8674755	-58.0431529
1009	1987	5045	2	2		-37.3230374,-59.1184824	-37.3230374	-59.1184824
1010	1987	5050	1	1	2	-34.9743194580078,-58.0252304077148	-34.97431946	-58.02523041
1011	1987	5055	2	2	1	-34.9754081,-57.8528172	-34.9754081	-57.8528172
1012	1987	5060	2	2	2	-34.9416896,-57.9583881	-34.9416896	-57.9583881
1013	1987	5065	1	1		-37.9849211,-57.6021098	-37.9849211	-57.6021098
1014	1987	5070	2		1	-34.9539168,-57.966408	-34.9539168	-57.966408
1015	1987	5075	2	1	2	-38.06392,-57.56069	-38.06392	-57.56069
1016	1987	5080	2	1	2	-34.8590759,-58.0733815	-34.8590759	-58.0733815
1017	1987	5085				-34.9396415,-57.9868007	-34.9396415	-57.9868007
1018	1987	5090			2	-34.6765579,-58.5093499	-34.6765579	-58.5093499
1019	1987	5095	2	2	1	-37.2988339,-59.1575602	-37.2988339	-59.1575602
1020	1987	5100	2		2	-37.3208,-59.122557	-37.3208	-59.122557
1021	1987	5105	2	2	2	-34.5501777,-59.1034203	-34.5501777	-59.1034203
1022	1987	5110	1	1	2	-37.937672,-57.5593919	-37.937672	-57.5593919
1023	1987	5115	1	1	2	-34.3994153,-58.7293356	-34.3994153	-58.7293356
1024	1987	5120	1	1	2	-38.0369819,-57.5695197	-38.0369819	-57.5695197
1025	1987	5125	1	1		-35.0747613,-58.2805572	-35.0747613	-58.2805572
1026	1987	5130	2	1	2	-37.9628668,-57.5926588	-37.9628668	-57.5926588
1027	1987	5135	1	1	2	-38.7381015,-62.2430685	-38.7381015	-62.2430685
1028	1987	5140		1		-33.8872149,-60.5583614	-33.8872149	-60.5583614
1029	1987	5145		1	2	-33.9162501,-60.5856396	-33.9162501	-60.5856396
1030	1987	5150			2	-37.9788946,-57.5718929	-37.9788946	-57.5718929
1032	1987	5160	1	1		-37.3303837,-59.1492242	-37.3303837	-59.1492242
1033	1987	5165	2	2	1	-38.0552487,-57.5744299	-38.0552487	-57.5744299
1034	1987	5170	2		1	-33.8933813,-60.5605525	-33.8933813	-60.5605525
1035	1987	5175		1	1	-37.9992783,-57.5445271	-37.9992783	-57.5445271
1036	1987	5180	2	2	1	-38.731433,-62.2954048	-38.731433	-62.2954048
1037	1987	5185	2		1	-37.3093066,-59.1259782	-37.3093066	-59.1259782
1038	1987	5190	1	1	2	-37.9974098205566,-57.5484580993652	-37.99740982	-57.5484581
1039	1987	5195	2	2	1	-37.99872,-57.57769	-37.99872	-57.57769
1040	1987	5200	1	1	2	-37.9940077,-57.5650249	-37.9940077	-57.5650249
1041	1987	5205	1	1	2	-34.9782392,-57.9891496	-34.9782392	-57.9891496
1042	1987	5210		1	2	-38.00714,-57.59422	-38.00714	-57.59422
1043	1987	5215	1	1		-38.00232,-57.54528	-38.00232	-57.54528
1044	1987	5220	2	2	1	-37.3046426,-59.1547556	-37.3046426	-59.1547556
1045	1987	5225	2		1	-34.9122719,-57.9479785	-34.9122719	-57.9479785
1046	1987	5230	1	1	2	-38.01721,-57.53888	-38.01721	-57.53888
1047	1987	5235	1	1	2	-34.8833607,-57.9746024	-34.8833607	-57.9746024
1048	1987	5240	2		1	-38.0300891,-57.6035399	-38.0300891	-57.6035399
1049	1987	5245	1	1	2	-34.9139099121094,-57.9463500976562	-34.91390991	-57.9463501
1050	1987	5250	1	1	2	-37.99728,-57.56822	-37.99728	-57.56822
1051	1987	5255	1	1	2	-37.290281,-59.1714755	-37.290281	-59.1714755
1052	1987	5260	2	1	2	-37.99541,-57.55748	-37.99541	-57.55748
1053	1987	5265	2	1		-34.5660761,-59.0932228	-34.5660761	-59.0932228
1054	1987	5270			2	-38.7145142,-62.261752	-38.7145142	-62.261752
1055	1987	5275	2	2		-37.9825109,-57.5918964	-37.9825109	-57.5918964
1056	1987	5280	2		2	-38.7764015197754,-62.2462615966797	-38.77640152	-62.2462616
1057	1987	5285	2	2	1	-37.9372047,-57.5567289	-37.9372047	-57.5567289
1058	1987	5290	1	1	2	-37.3369076,-59.1215535	-37.3369076	-59.1215535
1059	1987	5295	2	2	1	-37.3216345,-59.1546601	-37.3216345	-59.1546601
1060	1987	5300	1	1	2	-38.7111279,-62.4035016	-38.7111279	-62.4035016
1061	1987	5305	2	2	1	-38.0176513,-57.5543924	-38.0176513	-57.5543924
1062	1987	5310	2	2	1	-34.9264632,-57.9818464	-34.9264632	-57.9818464
1063	1987	5315	2		2	-38.0037276,-57.5434831	-38.0037276	-57.5434831
1064	1987	5320	2	2	1	-34.9136495,-57.9533969	-34.9136495	-57.9533969
1065	1987	5325	2	2	1	-38.7199599,-62.256707	-38.7199599	-62.256707
1066	1987	5330	1	1	2	-33.8976099,-60.5694691	-33.8976099	-60.5694691
1067	1987	5335	2	2	2	-38.01173,-57.55759	-38.01173	-57.55759
1068	1987	5340		1	2	-37.3387256,-59.1396951	-37.3387256	-59.1396951
1069	1987	5345	2	1	2	-33.8793124,-60.5817584	-33.8793124	-60.5817584
1070	1987	5350	1	1	2	-35.0763889,-58.2822557	-35.0763889	-58.2822557
1071	1987	5355	1	1	2	-38.0088598,-57.5476616	-38.0088598	-57.5476616
1072	1987	5360	1	1	2	-37.297927,-59.156013	-37.297927	-59.156013
1073	1987	5365		1		-34.8840865,-57.9938131	-34.8840865	-57.9938131
1074	1987	5370		2		-35.08869,-58.07205	-35.08869	-58.07205
1075	1987	5375	1	1	2	-37.3138649,-59.1304017	-37.3138649	-59.1304017
1076	1987	5380	1	1	2	-37.2989569,-59.1572509	-37.2989569	-59.1572509
1077	1987	5385	2	1	2	-37.99694,-57.55749	-37.99694	-57.55749
1078	1987	5390	1	1	2	-34.2777316,-59.103872	-34.2777316	-59.103872
1079	1987	5395	2	1	2	-33.76553,-60.65406	-33.76553	-60.65406
1080	1987	5400	2	2	1	-38.7248108,-62.2775104	-38.7248108	-62.2775104
1081	1987	5405	2	2	1	-34.9441241,-58.04827	-34.9441241	-58.04827
1082	1987	5410		1	2	-38.00635,-57.54768	-38.00635	-57.54768
1083	1987	5415	2		1	-37.3100095,-59.1768715	-37.3100095	-59.1768715
1084	1988	5420	2	2		-38.7764015197754,-62.2462615966797	-38.77640152	-62.2462616
1085	1988	5425	2	2	1	-34.9372247,-57.9381614	-34.9372247	-57.9381614
1086	1988	5430	2	1	2	-38.0441,-57.55596	-38.0441	-57.55596
1087	1988	5435	1	1	2	-38.6985415,-62.3031316	-38.6985415	-62.3031316
1088	1988	5440	1	1	2	-33.76374,-60.65249	-33.76374	-60.65249
1089	1988	5445	1	1	2	-33.8954432,-60.5866136	-33.8954432	-60.5866136
1090	1988	5450			2	-37.9974098205566,-57.5484580993652	-37.99740982	-57.5484581
1091	1988	5455	1	1	2	-34.9541293,-57.9632842	-34.9541293	-57.9632842
1092	1988	5460				-34.7402348,-58.3183986	-34.7402348	-58.3183986
1093	1988	5465	2	2		-38.371166,-60.2834825	-38.371166	-60.2834825
1094	1988	5470	1	1	2	-37.3357644,-59.1192665	-37.3357644	-59.1192665
1095	1988	5475		1	2	-38.00843,-57.5391	-38.00843	-57.5391
1096	1988	5480	2	2	2	-38.0293463,-57.6045312	-38.0293463	-57.6045312
1097	1988	5485	1	1	2	-38.379997,-60.2944189	-38.379997	-60.2944189
1098	1988	5490	2	2	1	-37.3390582,-59.1220663	-37.3390582	-59.1220663
1099	1988	5495	2	1	2	-37.3098073,-59.1486847	-37.3098073	-59.1486847
1100	1988	5500		1	2	-37.3368078,-59.1451318	-37.3368078	-59.1451318
1101	1988	5505	1	1	2	-34.9088099,-57.9659084	-34.9088099	-57.9659084
1102	1988	5510	1	1	2	-38.04487,-57.56758	-38.04487	-57.56758
1103	1988	5515	2	2	1	-37.9566933,-57.625429	-37.9566933	-57.625429
1104	1988	5520	1	1	2	-34.9372917,-57.9627946	-34.9372917	-57.9627946
1105	1988	5525	1	1	2	-37.3103573,-59.150335	-37.3103573	-59.150335
1106	1988	5530	2		2	-34.7400631,-58.318153	-34.7400631	-58.318153
1107	1988	5535	1	1	2	-38.7237055,-62.2663386	-38.7237055	-62.2663386
1108	1988	5540	2	2	1	-37.3167446,-59.1103982	-37.3167446	-59.1103982
1109	1988	5545	1	1	2	-37.991884,-57.6155376	-37.991884	-57.6155376
1110	1988	5550	2	1	2	-34.9262051,-57.9734698	-34.9262051	-57.9734698
1111	1988	5555	1	1	2	-37.3124875,-59.1421841	-37.3124875	-59.1421841
1112	1988	5560	2	1		-37.97092,-57.61555	-37.97092	-57.61555
1113	1988	5565	1	1	2	-34.9204022,-57.9808119	-34.9204022	-57.9808119
1114	1988	5570	2		2	-34.9124117,-57.9421764	-34.9124117	-57.9421764
1115	1988	5575	2	2	1	-33.9050268,-60.5905459	-33.9050268	-60.5905459
1116	1988	5580	1	1	2	-34.2787983,-59.1050912	-34.2787983	-59.1050912
1117	1988	5585	1		2	-37.3282395,-59.1318065	-37.3282395	-59.1318065
1118	1988	5590	2	2	1	-34.9215144,-57.9313556	-34.9215144	-57.9313556
1120	1988	5600	2	1	2	-37.3303353,-59.1279666	-37.3303353	-59.1279666
1121	1988	5605	1	1		-38.71232,-62.25635	-38.71232	-62.25635
1122	1988	5610	1	1	2	-34.3981359,-58.7303811	-34.3981359	-58.7303811
1123	1988	5615			2	-37.3271987,-59.1348871	-37.3271987	-59.1348871
1124	1988	5620	1	1		-37.3240808,-59.1144797	-37.3240808	-59.1144797
1125	1988	5625	2	2	1	-38.0280361,-57.5711065	-38.0280361	-57.5711065
1126	1988	5630	1	1		-37.2973776,-59.1212525	-37.2973776	-59.1212525
1128	1988	5640	2	1	2	-37.9545317,-57.5460118	-37.9545317	-57.5460118
1129	1988	5645	2	2		-38.0152106,-57.5528336	-38.0152106	-57.5528336
1130	1988	5650	1	1	2	-33.9146633,-60.5969943	-33.9146633	-60.5969943
1132	1988	5660	2	2	2	-38.7103727,-62.4025758	-38.7103727	-62.4025758
1133	1988	5665	1	1		-38.7212983,-62.265562	-38.7212983	-62.265562
1134	1988	5670	2		1	-37.99569,-57.57117	-37.99569	-57.57117
1135	1988	5675		1	2	-38.0030028,-57.566997	-38.0030028	-57.566997
1136	1988	5680	1	1	2	-38.7205543,-62.2578616	-38.7205543	-62.2578616
1137	1988	5685	2			-37.3309834,-59.1454302	-37.3309834	-59.1454302
1138	1988	5690			2	-34.87975,-58.10201	-34.87975	-58.10201
1139	1988	5695	2	2	1	-38.7143037,-62.2631856	-38.7143037	-62.2631856
1140	1988	5700	2		2	-34.86569,-58.03376	-34.86569	-58.03376
1141	1988	5705	1	1	2	-33.8973683,-60.5653273	-33.8973683	-60.5653273
1142	1988	5710	1	1	2	-34.3855332,-58.7401371	-34.3855332	-58.7401371
1143	1988	5715	1	1	2	-37.9656115,-57.5627552	-37.9656115	-57.5627552
1144	1988	5720	1	1	2	-38.7143779,-62.3930724	-38.7143779	-62.3930724
1147	1988	5735	1	1	2	-37.9996907,-57.5472521	-37.9996907	-57.5472521
1148	1988	5740				-38.0528222,-57.5606583	-38.0528222	-57.5606583
1149	1988	5745		1	2	-37.3179522,-59.1419253	-37.3179522	-59.1419253
1150	1988	5750			2	-37.99047,-57.5565	-37.99047	-57.5565
1151	1988	5755	2	1		-37.9632583,-57.5931797	-37.9632583	-57.5931797
1152	1988	5760	1	1		-38.0477411,-57.5559057	-38.0477411	-57.5559057
1153	1988	5765	2	2	1	-33.8944298,-60.5506474	-33.8944298	-60.5506474
1154	1988	5770	2		1	-37.9934804,-57.5618105	-37.9934804	-57.5618105
1155	1988	5775		1	1	-38.7467881,-62.2653433	-38.7467881	-62.2653433
1156	1988	5780	2	2	1	-34.9245712,-57.94825	-34.9245712	-57.94825
1157	1988	5785	2		1	-37.3327091,-59.1397493	-37.3327091	-59.1397493